id;about;title;estado;estadoEstacion;address;tipoEquipamiento;bicisDisponibles;anclajesDisponibles;geometry;lastUpdated;description;descripcion;icon
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/105";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=105";"C/ Doctor Horno - C/ Madre Sacramento";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"C/ Doctor Horno - C/ Madre Sacramento";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"3";"17";"-0.8909854106145723,41.64946402412027";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 3</li><li>Anclajes disponibles: 17</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi C/ Doctor Horno - C/ Madre Sacramento";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/104";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=104";"C/ Madre Rafols - Esquina D.G.A.";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"C/ Madre Rafols - Esquina D.G.A.";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"14";"7";"-0.8895153050775769,41.653523989745835";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 14</li><li>Anclajes disponibles: 7</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi C/ Madre Rafols - Esquina D.G.A.";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/103";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=103";"C/ Lacarra de Miguel - C/ San Vicente Martir";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"C/ Lacarra de Miguel - C/ San Vicente Martir";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"1";"19";"-0.8816855228604958,41.64473387503352";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 1</li><li>Anclajes disponibles: 19</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi C/ Lacarra de Miguel - C/ San Vicente Martir";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/101";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=101";"C/ Doctor Iranzo -  C/ Escultor Benlliure";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"C/ Doctor Iranzo -  C/ Escultor Benlliure";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"11";"10";"-0.8634953726289674,41.64993355096287";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 10</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi C/ Doctor Iranzo -  C/ Escultor Benlliure";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/100";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=100";"PLAZA DEL CARMEN";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"PLAZA DEL CARMEN";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"1";"19";"-0.8846753659286698,41.65097391234333";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 1</li><li>Anclajes disponibles: 19</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi PLAZA DEL CARMEN";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/99";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=99";"Plaza de Santa Engracia";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"Plaza de Santa Engracia";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"10";"8";"-0.8832054096225187,41.64921389105795";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 10</li><li>Anclajes disponibles: 8</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi Plaza de Santa Engracia";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/98";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=98";"Glorieta Sasera - Pº Damas";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"Glorieta Sasera - Pº Damas";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"7";"12";"-0.8851554939706768,41.645993931785256";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 7</li><li>Anclajes disponibles: 12</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi Glorieta Sasera - Pº Damas";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/97";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=97";"Pº Constitución - C/ Mefisto";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"Pº Constitución - C/ Mefisto";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"8";"13";"-0.8803454491350324,41.647563845657544";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 8</li><li>Anclajes disponibles: 13</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi Pº Constitución - C/ Mefisto";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/96";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=96";"Pº de la Mina - C/ Pomarón";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"Pº de la Mina - C/ Pomarón";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"11";"9";"-0.8773054339482794,41.64804379237295";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 11</li><li>Anclajes disponibles: 9</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi Pº de la Mina - C/ Pomarón";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/95";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=95";"Pº Longares - C/ Fuendejalón";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"Pº Longares - C/ Fuendejalón";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"12";"9";"-0.8653451432071637,41.65899356213077";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 12</li><li>Anclajes disponibles: 9</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi Pº Longares - C/ Fuendejalón";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/94";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=94";"Avda. Mª Zambrano - C/ Padre Marcellán Mayayo";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"Avda. Mª Zambrano - C/ Padre Marcellán Mayayo";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"15";"6";"-0.8836350251816099,41.664233864515424";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 15</li><li>Anclajes disponibles: 6</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi Avda. Mª Zambrano - C/ Padre Marcellán Mayayo";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/93";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=93";"C/ Monasterio de Samos - C/ Monasterio de Poblet";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"C/ Monasterio de Samos - C/ Monasterio de Poblet";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"4";"15";"-0.8717155243968205,41.64429370485532";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 4</li><li>Anclajes disponibles: 15</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi C/ Monasterio de Samos - C/ Monasterio de Poblet";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/estacion-bicicleta/92";"http://www.zaragoza.es/ciudad/viapublica/movilidad/bici/detalle_Bizi?oid=92";"C/ San Juan de la Cruz - C/ Manuel Lasala";"OPN";"http://vocab.linkeddata.es/datosabiertos/kos/transporte/bicicleta-publica/tipo-estado-estacion/operativa";"C/ San Juan de la Cruz - C/ Manuel Lasala";"http://vocab.linkeddata.es/datosabiertos/kos/urbanismo-infraestructuras/equipamiento/tipo-equipamiento/estacion-de-bicicletas";"12";"7";"-0.8901656329467024,41.640764029524625";2022-11-30T18:51:04Z;"<ul><li>Estado: Operativa</li><li>Bicis disponibles: 12</li><li>Anclajes disponibles: 7</li></ul><p>Actualizado: 18:51</p>";"Datos de la estación bizi C/ San Juan de la Cruz - C/ Manuel Lasala";"//www.zaragoza.es/contenidos/iconos/bizi/conbicis.png"
